fax,name,url,phone,address,email
 ,C/o Mr. Joe Beggan,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/181/0, 04751847,"Clonkirk,Clones,Co.Monaghan, ",  
 ,    Studio Red Architects,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1817/0, ,"Office 5,64 Dame Street,Dublin 2, ",  
 ,  Moffett Architectural,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1829/0, ,"Corlea,Ballybay,Co. Monaghan, ",  
 ,  Curran Peter,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/183/0, ,"129 Waterville Cresent,Avenue Road,Dundalk,Co. Louth",  
 ,  Christopher Deery,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/187/0,0871207908,"Shancobane,Carrickmacross,Co. monaghan, ",  
 ,  John Dineen,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1814/0, 0419826299,"Cordoogan,Monasterboice,Co. Louth, ",  
 ,  Brian Monaghan,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1827/0,041-9711021,"Newtown Knockaleva,Collon,Co. Louth, ",  
 ,  Paul McMahon,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/188/0, ,"Paul McMahon Architecture,Birdhill,Drumconrath, Navan,Co Meath",  
0429331057,    MCGAHON ARCHITECTS LTD,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1813/0,0429334677,"19 JOCELYN STREET,DUNDALK, , ",
 ,    DR Consultants,http://www.eplanning.ie/LouthCC/AppFileRefDetails/181/0, ,"108 Gleann Alainn,Tullyallen,Co. Louth, ",  
 ,C/o K.D. Lonergan,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/1828/0, ,"Surveryor & Design,Shercock Road,Carrickmacross,Co Monaghan",  
,  NOEL MC GAHON,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1810/0,087-2359206,"ESSEXFORD,DUNDALK,CO LOUTH, ",
,  OSTICK & WILLIAMS LTD,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1815/0,,"14 EDGEWATER ROAD,BELFAST BT3 9JQ,N.I",
0429326918,  Denis  Williams Design Services Ltd,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1811/0,0429326917,"Block2 Quayside Business Park,Mill Street,Dundalk,County Louth",  
 ,    D A Architects,http://www.eplanning.ie/MonaghanCC/AppFileRefDetails/189/0,02837522271,"Unit 6 Armagh Business Park,Hamiltonsbawn Road,Armagh BT60 1HW, ",  
0429331057,    MCGAHON ARCHITECTS LTD,http://www.eplanning.ie/LouthCC/AppFileRefDetails/1812/0,0429334677,"19 JOCELYN STREET,DUNDALK, , ",
 ,    Harrington O'Flynn Ltd.,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1823/0, ,"16 Roselane,Ballinacurra,Midleton, ",  
 ,    Harrington O'Flynn Ltd.,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1822/0, ,"16 Roselane,Ballinacurra,Midleton, ",  
 ,  Warren Flavin,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1824/0, ,"23 Meledon Green,Farmleigh,Dunmore Road,Waterford",  
 ,    AECOM Infrastructure & Environment UKLtd,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1833/0,02890705111,"Beechill House,Beechill Road,Belfast,BT8 7RP",  
878676,    Fewer Harrington  & Partners,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1830/0,876991,"Studio 14, The Atrium,,Maritana Gate, Canada Street,,Waterford, ",  
 ,    Ailtire Architectural Services,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1831/0,058-46498,"Leigh,,Ring,,Co. Waterford., ",  
 ,  James Hennessy,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1832/0,051 338385,"c/o Hennessy and Associates,3a Main Street,Tramore,Co.Waterford",  
 ,Mr. George Taylor,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1842/0,058 48554,"Knock,Clonea,Dungarvan,Co. Waterford",  
051  294555,Mr Michael Whelan,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1841/0,051 294555,"Kilcanavee, ,Kilmacthomas,Co Waterford",  
 ,  Sean Chapman,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/184/0, ,"Johns Hill,Fethard On Sea,New Ross,Co. Wexford",  
051  294555,Mr Michael Whelan,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1837/0,051 294555,"Kilcanavee, ,Kilmacthomas,Co Waterford",  
,  The E Project,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1840/0,058 48794,"21 Lower Main Street,Dungarvan,Co Waterford, ",
,Mr. John Santry,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1849/0,,"Belvedere,,Newtown,,Waterford.",
,    DHB Architects,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1838/0,087-2725805,"St Catherines Hall,Catherine Street,Waterford, ",  
01 478 6054,  Tom Phillips & Associates,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1850/0,01 478 6055,"80 Harcourt Street,Dublin 2, , ",  
,Mr Mike Kent,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1839/0,051 386964,"60 Elm Park,Tramore, Co Waterford, ",
,Mr. John Santry,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/185/0,,"Belvedere,,Newtown,,Waterford.",
 ,    Grasstec Ltd,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1848/0,022 27610,"Kilpatrick,Ballyclough,Mallow,Co. Cork",  
,  Flynn Associates,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1851/0,,"Coolnamuck Road,Carrickbeg,Carrick on Suir,County Waterford",
 ,"    Coda Architects Ltd.,",http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1847/0,01 4914154,"1 Swanville Place,,Rathmines,,Dublin D06 X3T1, ",  
, William  Hogan & Assoc.,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1844/0,,"St. Catherine`s Hall,Catherine Street,Waterford.",
,  Muiris Ó Criostóir,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1859/0,,"The Old Library Building,Friary St, Dungarvan,Co. Waterford, ",
,  The E Project,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1857/0,058 48794,"21 Lower Main Street,Dungarvan,Co Waterford, ",
 ,    Grasstec Ltd,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1858/0,022 27610,"Kilpatrick,Ballyclough,Mallow,Co. Cork",  
 ,    Cummins & Vortman Ltd.,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1846/0,056 7755745,"Ballyline,Via Callan,Co. Tipperary, ",  
 ,    O'Callaghan Engineering & Design Ltd,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1856/0, ,"Ballynona North,Dungourney,Co. Cork, ",  
 ,    D Brennan & Associates,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1860/0,056 7775452,"Level 2, 25 James's Street,Kilkenny,R95 VOTK, ",  
 ,  Victor Johnathan Bowers,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/189/0, ,"5 Oakville,Church Road,Portlaw,Co.Waterford",  
, Liam Buck,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1862/0,,"Glen,Clonea,Dungarvan.,County Waterford",
, Raymond Walsh,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1863/0,,"Ballinlaw,Slieverue,Waterford",
 ,Mr. Enda Kirwan,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1835/0,058-43963,"Consulting Engineer,Fruithill,Dungarvan,Co. Waterford",  
 ,  Trevor  Robinson ,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1834/0,051-330352,"47 Rocksprings ,Clarinwood ,Tramore ,Co. Waterford ",  
,    James Reynolds Architectural & Planning ,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1864/0,051-858570,"Viewmount House,Dunmore Road,Waterford, ",  
,Mr. John Santry,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1843/0,,"Belvedere,,Newtown,,Waterford.",
 ,    Bobby O'Connor,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/187/0, ,"1 Cuirt Na Greine,Castlemartyr,Cork, ",  
 ,Mr. Michael Whelan,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1861/0,051-294555,"Architectural Technician,,Kilcanavee,,Kilmacthomas,,Co. Waterford.",  
 ,  Patrick Halley & Ass.,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/188/0,051 879911,"Burchall House,Parnell Street,Waterford, ",  
 ,    Bobby O'Connor,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1852/0, ,"1 Cuirt Na Greine,Castlemartyr,Cork, ",  
 ,  Diarmuid Reil MRIAI Arch.,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/183/0,051 380777,"01 Boxworks,40-44 Patrick Street,Waterford,X91 X3KF",  
, Liam Buck,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1829/0,,"Glen,Clonea,Dungarvan.,County Waterford",
051  294555,Mr Michael Whelan,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1826/0,051 294555,"Kilcanavee, ,Kilmacthomas,Co Waterford",  
, Timothy Guerin B.E. ,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1828/0,,"Rocksprings,Newtown,Waterford",
878676,    Fewer Harrington  & Partners,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1825/0,876991,"Studio 14, The Atrium,,Maritana Gate, Canada Street,,Waterford, ",  
 ,    The E Project Chartered Architects,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1827/0,058 48794,"21 Lower Main Street,Dungarvan,Co. Waterford, ",  
 ,  Mary Harrington ,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1819/0,384847,"Mary Harrington Architects,The Pines,Ballyduff East,Kilmeaden, Waterford",  
 ,Mr Francis Quigley,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/182/0,051-646920,"Riverhouse Enterprises Ltd.,Ross,Carrick-on-Suir,Co. Waterford",  
 ,  Mary Harrington ,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1818/0,384847,"Mary Harrington Architects,The Pines,Ballyduff East,Kilmeaden, Waterford",  
 ,  Mary Harrington ,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1816/0,384847,"Mary Harrington Architects,The Pines,Ballyduff East,Kilmeaden, Waterford",  
 ,  Mary Harrington ,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1817/0,384847,"Mary Harrington Architects,The Pines,Ballyduff East,Kilmeaden, Waterford",  
 ,  Mary Harrington ,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1815/0,384847,"Mary Harrington Architects,The Pines,Ballyduff East,Kilmeaden, Waterford",  
 ,  Eddie Rockett,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1813/0, ,"Ballybrack,,Kilmacthomas,,Co. Waterford., ",  
 ,  Eddie Rockett,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1811/0, ,"Ballybrack,,Kilmacthomas,,Co. Waterford., ",  
051  294555,Mr Michael Whelan,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/17908/0,051 294555,"Kilcanavee, ,Kilmacthomas,Co Waterford",  
01-6618568,    GVA Planning,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1810/0,01-6118500,"4th Floor,2 - 4 Merrion Row,Dublin 2, ",  
051 384847,Ms.  Mary Harrington Architect,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1812/0,051 384847,"The Pines,Ballyduff East,Kilmeaden,Co.Waterford.",
 ,  Patrick Mullins,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/17906/0, ,"Hawthorn Cottage,Rathjordan,Herbertstown,Co. Limerick",  
 ,    CEA Engineers & Architects,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/17907/0,014637000,"15 Mill Road,Midleton,Co. Cork, ",  
 ,    Paul O'Brien Associates,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/181/0,053-9139688,"Seaview,Forth Mountain,Wexford, ",  
 ,  Eddie Rockett,http://www.eplanning.ie/WaterfordCCC/AppFileRefDetails/1814/0, ,"Ballybrack,,Kilmacthomas,,Co. Waterford., ",  
